Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"Proscovia Nabunya","Social Support Networks for Adolescents Orphaned by HIV: Definitions, Barriers, Challenges and Lessons from Uganda",2022,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2022.2163330","",553,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2022.2163330","1745-0128","",18,1,87,99,1,0.50,1,1,2,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2022.2163330",""
1,"Shiva Agrawal, Savankumar Bhanderi, Sumit Amanagi, Kristina Doycheva, Gordon Elger","Instance Segmentation and Detection of Children to Safeguard Vulnerable Traffic User by Infrastructure",2023,"Proceedings of the 9th International Conference on Vehicle Technology and Intelligent Transport Systems","SCITEPRESS - Science and Technology Publications","http://dx.doi.org/10.5220/0011825400003479","",554,"2024-06-21 14:54:40","proceedings-article","10.5220/0011825400003479","","",,,,,1,1.00,0,5,1,"","",""
13,"Minkyung Kim, Melanie Kwestel, Hyunsook Youn, Justine Quow, Marya L. Doerfel","Serving the Vulnerable While Being Vulnerable: Organizing Resilience in a Social Welfare Sector",2021,"Nonprofit and Voluntary Sector Quarterly","SAGE Publications","http://dx.doi.org/10.1177/08997640211013912","",555,"2024-06-21 14:54:40","journal-article","10.1177/08997640211013912","0899-7640","",51,2,279,300,13,4.33,3,5,3,"The interplay between formal organizing structures and the informal social networks of employees and organizations furthers the resilience of nonprofit organizations that serve the community. This case study draws on qualitative multi-pronged data collected in the aftermath of Hurricane Harvey from two faith networks of social welfare organizations serving the vulnerable in Houston, Texas. Results show that hybrid organizing of formal structures and informal networks contributes to organizational and community resilience. By examining both forms of organizing, this article shows how formal structures offer foundational support to the more informal and nimble social networks across the interorganizational partnerships that support the community. As such, this study extends the process orientation toward resilience by documenting how individuals, organizations, and networks expand organizational internal capacities through disaster relief efforts enacted across levels (employee–organization–community).","http://journals.sagepub.com/doi/pdf/10.1177/08997640211013912",""
0,"Mitra Hakim Shoushtari, Ansar Khougar, Hadi Ranjbar","Street as a place for survival, emotions, and suffering; a qualitative exploration of street-connected children in Iran",2024,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2024.2366271","",556,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2024.2366271","1745-0128","",,,1,20,0,0.00,0,3,1,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2024.2366271",""
0,"Michael Le Page","Greenland's ice looks vulnerable",2023,"New Scientist","Elsevier BV","http://dx.doi.org/10.1016/s0262-4079(23)01403-3","",557,"2024-06-21 14:54:40","journal-article","10.1016/s0262-4079(23)01403-3","0262-4079","",259,3449,12,12,0,0.00,0,1,1,"","https://api.elsevier.com/content/article/PII:S0262407923014033",""
0,"Ivana Zagorac","The power of empathy in the treatment of vulnerable subjects",2021,"Migration and Medicine","Verlag Karl Alber","http://dx.doi.org/10.5771/9783495823880-126","",558,"2024-06-21 14:54:40","book-chapter","10.5771/9783495823880-126","","",,,126,139,0,0.00,0,1,3,"","",""
0,"Patrick Goymer","Vulnerable reefs",2022,"Nature Ecology &amp; Evolution","Springer Science and Business Media LLC","http://dx.doi.org/10.1038/s41559-021-01648-0","",559,"2024-06-21 14:54:40","journal-article","10.1038/s41559-021-01648-0","2397-334X","",6,2,131,131,0,0.00,0,1,2,"","https://www.nature.com/articles/s41559-021-01648-0.pdf",""
2,"Rishika Pardikar","Climate Change Is Making India’s West Coast More Vulnerable to Cyclones",2021,"Eos","American Geophysical Union (AGU)","http://dx.doi.org/10.1029/2021eo163064","",560,"2024-06-21 14:54:40","journal-article","10.1029/2021eo163064","2324-9250","",102,,,,2,0.67,2,1,3,"A new study found significant increases in the intensity, frequency, and duration of cyclonic storms over the Arabian Sea. Is the west coast prepared?","",""
0,"Gemma Houldey","The perfect humanitarian",2021,"The Vulnerable Humanitarian","Routledge","http://dx.doi.org/10.4324/9781003032427-3","",561,"2024-06-21 14:54:40","book-chapter","10.4324/9781003032427-3","","",,,27,52,0,0.00,0,1,3,"","",""
0,"Stephen Devereux","Putting the Vulnerable First",2022,"Revolutionizing Development","Routledge","http://dx.doi.org/10.4324/9781003298632-11","",562,"2024-06-21 14:54:40","book-chapter","10.4324/9781003298632-11","","",,,93,100,0,0.00,0,1,2,"","",""
0,"Lindy Burton","Formulation of the Basic Hypotheses",2022,"Vulnerable Children","Routledge","http://dx.doi.org/10.4324/9781003287865-13","",563,"2024-06-21 14:54:40","book-chapter","10.4324/9781003287865-13","","",,,99,101,0,0.00,0,1,2,"","",""
0,"Araksya Mirakyan","DEVELOPING LEADERSHIP SKILLS IN BUSINESS EDUCATION IN A VULNERABLE WORLD",2023,"ICERI2023 Proceedings","IATED","http://dx.doi.org/10.21125/iceri.2023.2078","",564,"2024-06-21 14:54:40","proceedings-article","10.21125/iceri.2023.2078","2340-1095","",,,,,0,0.00,0,1,1,"","",""
1,"","COVID-19 surge makes Taiwan vulnerable",2021,"Emerald Expert Briefings","Emerald","http://dx.doi.org/10.1108/oxan-es261623","",565,"2024-06-21 14:54:40","other","10.1108/oxan-es261623","2633-304X","",,,,,1,0.33,0,0,3,"Headline: TAIWAN: COVID-19 surge makes Taipei vulnerable","https://www.emerald.com/insight/content/doi/10.1108/OXAN-ES261623/full/html",""
0,"","Review for ""Sahul's megafauna were vulnerable to plant‐community changes due to their position in the trophic network""",2021,"","Wiley","http://dx.doi.org/10.1111/ecog.06089/v1/review1","",566,"2024-06-21 14:54:40","peer-review","10.1111/ecog.06089/v1/review1","","",,,,,0,0.00,0,0,3,"","",""
0,"","Chaucer, Vulnerable Bodies, Somatophobia, and Theory",2024,"Feminist Medievalisms","Amsterdam University Press","http://dx.doi.org/10.1017/9781802701531.005","",567,"2024-06-21 14:54:40","other","10.1017/9781802701531.005","","",,,95,126,0,0.00,0,0,1,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0663E0B1BFDA1350CB8C38E650601AA6",""
1,"Rafael Company, Vera N. Egorova, Lucas Jódar","An ETD Method for Vulnerable American Options",2024,"","MDPI AG","http://dx.doi.org/10.20944/preprints202402.0188.v1","",568,"2024-06-21 14:54:40","posted-content","10.20944/preprints202402.0188.v1","","",,,,,1,1.00,0,3,1,"This paper introduces the exponential time differencing (ETD) technique as a numerical method to solve efficiently American vulnerable options pricing. We address several challenges, including removing cross-derivative terms through appropriate transformations, treating early-exercise opportunities using the penalty method, and substituting fixed boundary conditions with corresponding one-sided finite differences. The proposed method is shown to be both accurate and efficient through numerical experiments, which also compare the results with existing methods and analyse the numerical stability and convergence rate.","",""
0,"Deepanshu Mohan, Sakshi Chindaliya, Ashika Thomas","Vulnerable Communities in Neoliberal India",2024,"","Routledge","http://dx.doi.org/10.4324/9781003494065","",569,"2024-06-21 14:54:40","book","10.4324/9781003494065","","",,,,,0,0.00,0,3,1,"","",""
1,"","DIFFERENCES IN THE VALUE SYSTEM OF VULNERABLE PREADOLESCENTS",2021,"JOURNAL OF SPORT AND KINETIC MOVEMENT","University of Craiova","http://dx.doi.org/10.52846/jskm/37.2021.1.3","",570,"2024-06-21 14:54:40","journal-article","10.52846/jskm/37.2021.1.3","2286-3524","",,,,,1,0.33,0,0,3,"","",""
0,"Sigrid Anderson","Vulnerable States",2021,"Gender in American Literature and Culture","Cambridge University Press","http://dx.doi.org/10.1017/9781108763790.019","",571,"2024-06-21 14:54:40","book-chapter","10.1017/9781108763790.019","","",,,286,299,0,0.00,0,1,3,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9B3C5AB563FF651BD3B2116525D23CA4",""
0,"Gunnar Lischeid","Deep groundwater &amp;#8211; the most vulnerable part of the water cycle to climate change",2022,"","Copernicus GmbH","http://dx.doi.org/10.5194/egusphere-egu22-1476","",572,"2024-06-21 14:54:40","posted-content","10.5194/egusphere-egu22-1476","","",,,,,0,0.00,0,1,2,"&lt;p&gt;Deep groundwater is the backbone of the regional water cycle, ensuring stream baseflow even after extended drought periods. The thicker the overlying vadose zone the more groundwater head dynamics is buffered against short-term fluctuations of groundwater recharge. &amp;#160;Thus deep groundwater is usually considered to be the least susceptible to climate change effects. However, the opposite is true. Long-term trends (20-41 years) of groundwater head in more than 200 wells in a 50,000 km&lt;sup&gt;2&lt;/sup&gt; region in Northeast Germany have been analysed. Both increasing and decreasing trends were found, irrespective of land use, geology, etc. Factoring out local, mostly anthropogenic effects from the time series did hardly affect the results. In contrast, sign and size of long-term trends was very closely related to the degree of damping of the groundwater recharge signal. Damping was clearly related to mean depth to groundwater. The stronger the damping the more clearly groundwater head exhibited a 40-year decrease, whereas positive trends were found only for shallow groundwater sites.&lt;/p&gt;&lt;p&gt;A thorough analysis revealed a fundamental but widely ignored physical cause for these counter-intuitive results. From a thermodynamic perspective, seepage flux in the vadose zone can be described as dissipation of a hydrological input signal. This dissipation is subject to dispersion: The vadose zone acts as a low-pass filter due to preferential damping of the high frequency part of the input signal, recognizable by strong smoothing of soil hydrological time series at greater depth. Consequently, the smoother the time series the more probably a trend analysis would indicate a long-term monotonic increase or decrease even when no trend can be detected in the corresponding input signal. Note that in terms of spectrum analysis climate can be defined as a low-pass filtering of weather dynamics. Then it is only logical that deep groundwater as the part of the water cycle with the strongest low-pass filtering would be the first to clearly exhibit climate change signals.&lt;/p&gt;&lt;p&gt;This interpretation is consistent with an alternative perspective in terms of hydrological processes: The more shallow the groundwater, the more likely seepage flux will reach down to the groundwater table even after minor rain storms due to a smaller soil volume that needs to be refilled and to preferential flow. Consequently, groundwater recovers more rapidly from drought here. This holds especially true for groundwater in the riparian zone where most of the short-term response of stream discharge to rain storms is generated. In fact, none of these streams exhibited any clear trend. However, discharge in minor streams and water level in lakes at mid-slope positions already started to decline during the last decade. We would do well taking deep-groundwater dynamics as an early warning tool against climate change effects.&lt;/p&gt;","",""
0,"","APPENDIX:",2023,"Side Hustle Safety Net","University of California Press","http://dx.doi.org/10.2307/jj.5864811.13","",573,"2024-06-21 14:54:40","book-chapter","10.2307/jj.5864811.13","","",,,253,260,0,0.00,0,0,1,"","",""
0,"Jacques Tamin","COVID-19 and vulnerable workers",2021,"Occupational Medicine","Oxford University Press (OUP)","http://dx.doi.org/10.1093/occmed/kqab016","",574,"2024-06-21 14:54:40","journal-article","10.1093/occmed/kqab016","0962-7480","",71,3,161,161,0,0.00,0,1,3,"","http://academic.oup.com/occmed/article-pdf/71/3/161/38660148/kqab016.pdf",""
0,"","Vulnerable Nigerian prisons will fuel insecurity",2022,"Emerald Expert Briefings","Emerald","http://dx.doi.org/10.1108/oxan-db272247","",575,"2024-06-21 14:54:40","other","10.1108/oxan-db272247","2633-304X","",,,,,0,0.00,0,0,2,"Significance: A wave of prison breaks has added to the country’s broader security problems. Since late 2020, criminal gangs and extremist groups have carried out at least nine successful jailbreaks across the country, freeing more than 5,000 inmates. Impacts: The next presidential administration will not prioritise prison reform.","https://www.emerald.com/insight/content/doi/10.1108/OXAN-DB272247/full/html",""
0,"","Table of Contents",2021,"Hacia la transformación del conocimiento. Alternativas pedagógicas innovadoras con colectivos vulnerable","Dykinson","http://dx.doi.org/10.2307/j.ctv282jk7s.2","",576,"2024-06-21 14:54:40","book-chapter","10.2307/j.ctv282jk7s.2","","",,,7,8,0,0.00,0,0,3,"","",""
0,"","Strategies of Survival",2023,"Side Hustle Safety Net","University of California Press","http://dx.doi.org/10.2307/jj.5864811.9","",577,"2024-06-21 14:54:40","book-chapter","10.2307/jj.5864811.9","","",,,136,172,0,0.00,0,0,1,"","",""
0,"Stephanie Vasquez, Elizabeth Flores","SELF-CARE USING TECHNOLOGICAL MEDIA IN VULNERABLE CONTEXTS",2023,"EDULEARN Proceedings","IATED","http://dx.doi.org/10.21125/edulearn.2023.1941","",578,"2024-06-21 14:54:40","proceedings-article","10.21125/edulearn.2023.1941","2340-1117","",,,,,0,0.00,0,2,1,"","",""
0,"","Radiomics-Modelle identifizieren vulnerable Plaques",2023,"Angewandte Nuklearmedizin","Georg Thieme Verlag KG","http://dx.doi.org/10.1055/a-2003-1199","",579,"2024-06-21 14:54:40","journal-article","10.1055/a-2003-1199","2749-7445","",46,2,98,98,0,0.00,0,0,1,"","http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-2003-1199.pdf",""
0,"Carole Cox, Tina Maschi","Conclusions",2022,"Human Rights and Social Justice","Routledge","http://dx.doi.org/10.4324/9781003111269-18","",580,"2024-06-21 14:54:40","book-chapter","10.4324/9781003111269-18","","",,,300,305,0,0.00,0,2,2,"","",""
0,"Carole Cox","Oppression and Diversity",2022,"Human Rights and Social Justice","Routledge","http://dx.doi.org/10.4324/9781003111269-6","",581,"2024-06-21 14:54:40","book-chapter","10.4324/9781003111269-6","","",,,65,80,0,0.00,0,1,2,"","",""
0,"Rejoyan Ahmed Shishir","Refugee Rights and International Law: Protecting Vulnerable Populations",2023,"SSRN Electronic Journal","Elsevier BV","http://dx.doi.org/10.2139/ssrn.4606074","",582,"2024-06-21 14:54:40","journal-article","10.2139/ssrn.4606074","1556-5068","",,,,,0,0.00,0,1,1,"","",""
0,"Hannah Wishart, Colleen M. Berryessa","Introduction",2023,"Neurolaw in the Courtroom","Routledge","http://dx.doi.org/10.4324/9781003331056-1","",583,"2024-06-21 14:54:40","book-chapter","10.4324/9781003331056-1","","",,,1,2,0,0.00,0,2,1,"","",""
0,"Wills Kalisha","Vulnerable Enough for Inclusion?",2023,"Justice, Education, and the World of Today","Routledge","http://dx.doi.org/10.4324/9781003327332-11","",584,"2024-06-21 14:54:40","book-chapter","10.4324/9781003327332-11","","",,,131,154,0,0.00,0,1,1,"","",""
0,"Ishrat Zakia Sultana","Division through Registration?",2023,"The Displaced Rohingyas","Routledge India","http://dx.doi.org/10.4324/9781003228707-8","",585,"2024-06-21 14:54:40","book-chapter","10.4324/9781003228707-8","","",,,94,112,0,0.00,0,1,1,"","",""
0,"Nicole L. Asquith, Isabelle Bartkowiak-Théron","Targeted Violence",2021,"Policing Practices and Vulnerable People","Springer International Publishing","http://dx.doi.org/10.1007/978-3-030-62870-3_11","",586,"2024-06-21 14:54:40","book-chapter","10.1007/978-3-030-62870-3_11","","",,,183,201,0,0.00,0,2,3,"","https://link.springer.com/content/pdf/10.1007/978-3-030-62870-3_11",""
0,"Nicole L. Asquith, Isabelle Bartkowiak-Théron","Police Liaison",2021,"Policing Practices and Vulnerable People","Springer International Publishing","http://dx.doi.org/10.1007/978-3-030-62870-3_8","",587,"2024-06-21 14:54:40","book-chapter","10.1007/978-3-030-62870-3_8","","",,,129,146,0,0.00,0,2,3,"","https://link.springer.com/content/pdf/10.1007/978-3-030-62870-3_8",""
0,"Gemma Houldey","Stress? What stress?",2021,"The Vulnerable Humanitarian","Routledge","http://dx.doi.org/10.4324/9781003032427-4","",588,"2024-06-21 14:54:40","book-chapter","10.4324/9781003032427-4","","",,,53,73,0,0.00,0,1,3,"","",""
0,"Kilic Bugra Kanat","Mapping the Fault Lines in Turkey–US Relations",2024,"","Bloomsbury Publishing Plc","http://dx.doi.org/10.5040/9780755650798","",589,"2024-06-21 14:54:40","book","10.5040/9780755650798","","",,,,,0,0.00,0,1,1,"<JATS1:p>For the last seventy years, experts have tried to define the nature of Turkey's partnership with the US. While Turkish-US relations have always been susceptible to different crises, they enjoyed a brief ""golden era"" in the 1950s. This book argues that a false nostalgia about that period - when the strategic interests of two countries fully converged - has distorted analyses by scholars and policymakers ever since. To provide a more accurate assessment, this book look at the patterns of crises between the two countries throughout history and how these relate to the current points of tension in Turkish-American relations today. It coins a new conceptual framework to understand the Turkey-US partnership: the ""vulnerable partnership"". The book outlines the key causes of this vulnerability, showing that for the last 70 years, there have been recurring frictions and faultlines that have been repeated across different political periods. These especially involve the US congress, public opinion, Russia, and crises in the Middle East. Based on journalistic, archival and scholarly sources, the topic of the book is at the intersection foreign policy studies, Middle East politics, the history of Turkish-American relations, and foreign policy making.</JATS1:p>","",""
0,"Sandra L Shullman","COVID-19 Does Discriminate - It Targets the Most Vulnerable",2021,"PsycEXTRA Dataset","American Psychological Association (APA)","http://dx.doi.org/10.1037/e503772021-001","",590,"2024-06-21 14:54:40","dataset","10.1037/e503772021-001","","",,,,,0,0.00,0,1,3,"","",""
0,"Reyna Perez, Gabriela Torres-Delgado","Evaluation-Self-regulated Learning in Higher Education in a Digital Environment Under Vulnerable Conditions and Confinement Due to Covid-19",2022,"Proceedings of the 6th International Conference on Digital Technology in Education","ACM","http://dx.doi.org/10.1145/3568739.3568764","",591,"2024-06-21 14:54:40","proceedings-article","10.1145/3568739.3568764","","",,,,,0,0.00,0,2,2,"","https://dl.acm.org/doi/pdf/10.1145/3568739.3568764",""
0,"Gayatri Bhatia, Rachna Bhagava, Biswadip Chatterjee, Anju Dhawan","Assessment of family functioning in adolescents who use substances- a cross-sectional comparative study",2023,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2023.2286375","",592,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2023.2286375","1745-0128","",19,1,223,232,0,0.00,0,4,1,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2023.2286375",""
0,"Christian Casey-Lee Virgil, Kit Fai Pun","&lt;p&gt;Factors Influencing Climate Change Adaptation Decision Making among Farmers: Case Studies and Lessons Learnt in Trinidad and Tobago&lt;/p&gt;",2023,"The Impact of Climate Change on Vulnerable Populations","MDPI","http://dx.doi.org/10.3390/books978-3-0365-5503-4-8","",593,"2024-06-21 14:54:40","book-chapter","10.3390/books978-3-0365-5503-4-8","","",,,,,0,0.00,0,2,1,"","",""
27,"Stephen J. Greene, Javed Butler, Gregg C. Fonarow","In‐hospital initiation of quadruple medical therapy for heart failure: making the post‐discharge vulnerable phase far less vulnerable",2021,"European Journal of Heart Failure","Wiley","http://dx.doi.org/10.1002/ejhf.2382","",594,"2024-06-21 14:54:40","journal-article","10.1002/ejhf.2382","1388-9842","",24,1,227,229,27,9.00,9,3,3,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/ejhf.2382",""
0,"","Table of Contents",2022,"I Wish My Dad","Broadleaf Books","http://dx.doi.org/10.2307/j.ctv29sfxvn.2","",595,"2024-06-21 14:54:40","book-chapter","10.2307/j.ctv29sfxvn.2","","",,,,,0,0.00,0,0,2,"","",""
0,"Amanda Lenhardt","The Role of Local Actors in the Delivery of Services to Vulnerable Groups in Protracted Crises",2022,"","Institute of Development Studies","http://dx.doi.org/10.19088/k4d.2022.127","",596,"2024-06-21 14:54:40","report","10.19088/k4d.2022.127","","",,,,,0,0.00,0,1,2,"As the needs of people affected by conflict, natural disasters and other crises grow year-on-year and become increasingly complex, the need for adapted service delivery has become ever more pressing. There is widespread recognition that top-down, externally driven support to service delivery is ineffective in reaching vulnerable populations in need of humanitarian support. Increasing strategic engagement by and with local actors is now an accepted norm for effective international humanitarian action (Metcalfe-Hough et al., 2021). International commitments have been made to improve the provision of services in protracted crises. A body of literature indicates that engaging local actors in service delivery is one of the main ways to achieve improved service delivery. Despite the general acceptance of this principle, progress in achieving more localised responses to protracted crises has been slow. Evidence on how services can most effectively reach those in need is limited.This report reviews available guidance and evidence on the role of local actors in delivering services to those in need of humanitarian support in protracted crises. The report begins with a brief overview of the evolving discourse on the need for better strategies to incorporate local actors in the delivery of services. The following sections review the available evidence on the different ways local actors have been involved in the delivery of basic services in protracted crises. Section 3 examines local actors’ role in identifying the needs of affected communities. Section 4 examines the role of local actors in the effective coordination of service delivery. Section 5 discusses their role in transparency and accountability, and section 6 considers how local actors’ engagement can contribute to the mitigation of further conflict. Much of the literature in this area takes the form of guidance documents produced by international organisations working in humanitarian action. Some of this guidance refers to case study evidence. Still, most appear to refer to stakeholders’ experiences and conceptual approaches to how service delivery happens in protracted crises. There are a range of instruments that have been deployed to improve service delivery in protracted crises – some of which are referred to in this report – which could be formally evaluated to contribute to the evidence base on how such programmes effectively address the needs of vulnerable groups in need for humanitarian support.","",""
0,"","Most vulnerable workers receive less training",2021,"OECD Economic Surveys: Chile 2021","OECD","http://dx.doi.org/10.1787/d6e31c84-en","",597,"2024-06-21 14:54:40","other","10.1787/d6e31c84-en","1999-0847","",,,,,0,0.00,0,0,3,"","",""
2,"Kurt Vandaele","Vulnerable food delivery platforms under pressure",2022,"The Routledge Handbook of the Gig Economy","Routledge","http://dx.doi.org/10.4324/9781003161875-17","",598,"2024-06-21 14:54:40","book-chapter","10.4324/9781003161875-17","","",,,205,219,2,1.00,2,1,2,"","",""
0,"Hasna Skalli","Local 'Job Counters' at Casal del Infants: Personal support to help vulnerable young people into work",2021,"","Oxfam IBIS","http://dx.doi.org/10.21201/2021.7925","",599,"2024-06-21 14:54:40","report","10.21201/2021.7925","","",,,,,0,0.00,0,1,3,"After graduating from university, Warda struggled a lot. For a few years, she had to take odd jobs for that had no security, days off or health insurance. Eventually she connected with Youth Participation and Employment (YPE) programme partner Casal Del Infants. With their support, she successfully entered the formal labour market. She was selected by Casal to join a jobs programme, where she was trained for one month as a quality control officer. After completing her training, she obtained a placement in maintenance at an automotive company. This was facilitated through Casal’s ‘Activa Counter’, its employment integration desk. This programme supports internships and helps young people to integrate into the private sector. The programme has gained in popularity over the years and has the potential to help many young people into work.","",""
0,"","Contents",2022,"Vulnerable Minds","Columbia University Press","http://dx.doi.org/10.7312/yu--20030-toc","",600,"2024-06-21 14:54:40","book-chapter","10.7312/yu--20030-toc","","",,,,,0,0.00,0,0,2,"","https://www.degruyter.com/document/doi/10.7312/yu--20030-toc/xml",""
0,"","Most vulnerable workers receive less training",2021,"OECD Economic Surveys: Chile 2021","OECD","http://dx.doi.org/10.1787/d6e31c84-en","",601,"2024-06-21 14:54:40","other","10.1787/d6e31c84-en","1999-0847","",,,,,0,0.00,0,0,3,"","",""
2,"Kurt Vandaele","Vulnerable food delivery platforms under pressure",2022,"The Routledge Handbook of the Gig Economy","Routledge","http://dx.doi.org/10.4324/9781003161875-17","",602,"2024-06-21 14:54:40","book-chapter","10.4324/9781003161875-17","","",,,205,219,2,1.00,2,1,2,"","",""
0,"Hasna Skalli","Local 'Job Counters' at Casal del Infants: Personal support to help vulnerable young people into work",2021,"","Oxfam IBIS","http://dx.doi.org/10.21201/2021.7925","",603,"2024-06-21 14:54:40","report","10.21201/2021.7925","","",,,,,0,0.00,0,1,3,"After graduating from university, Warda struggled a lot. For a few years, she had to take odd jobs for that had no security, days off or health insurance. Eventually she connected with Youth Participation and Employment (YPE) programme partner Casal Del Infants. With their support, she successfully entered the formal labour market. She was selected by Casal to join a jobs programme, where she was trained for one month as a quality control officer. After completing her training, she obtained a placement in maintenance at an automotive company. This was facilitated through Casal’s ‘Activa Counter’, its employment integration desk. This programme supports internships and helps young people to integrate into the private sector. The programme has gained in popularity over the years and has the potential to help many young people into work.","",""
0,"","Contents",2022,"Vulnerable Minds","Columbia University Press","http://dx.doi.org/10.7312/yu--20030-toc","",604,"2024-06-21 14:54:40","book-chapter","10.7312/yu--20030-toc","","",,,,,0,0.00,0,0,2,"","https://www.degruyter.com/document/doi/10.7312/yu--20030-toc/xml",""
0,"","Acknowledgments",2022,"Vulnerable Minds","Columbia University Press","http://dx.doi.org/10.7312/yu--20030-008","",605,"2024-06-21 14:54:40","book-chapter","10.7312/yu--20030-008","","",,,193,196,0,0.00,0,0,2,"","https://www.degruyter.com/document/doi/10.7312/yu--20030-008/xml",""
1,"","Ways to Promote Resilience of Vulnerable Children and Mothers",2022,"Journal of Pharmaceutical Negative Results","Siree Journals","http://dx.doi.org/10.47750/pnr.2022.13.s03.030","",606,"2024-06-21 14:54:40","journal-article","10.47750/pnr.2022.13.s03.030","","",13,,,,1,0.50,0,0,2,"","",""
0,"David Dawson, Tamsin Mortleman","Adaptation Pathways for Vulnerable Coastal Transport Infrastructure",2022,"SSRN Electronic Journal","Elsevier BV","http://dx.doi.org/10.2139/ssrn.4152866","",607,"2024-06-21 14:54:40","journal-article","10.2139/ssrn.4152866","1556-5068","",,,,,0,0.00,0,2,2,"","",""
0,"","Index",2022,"Rescuing the Vulnerable","Berghahn Books","http://dx.doi.org/10.1515/9781785331374-019","",608,"2024-06-21 14:54:40","book-chapter","10.1515/9781785331374-019","","",,,417,428,0,0.00,0,0,2,"","https://www.degruyter.com/document/doi/10.1515/9781785331374-019/xml",""
0,"Jitendra Kumar Meher, Lalu Das","Is the Western Himalayan region vulnerable in respect to downscaled precipitation?",2022,"","Research Square Platform LLC","http://dx.doi.org/10.21203/rs.3.rs-1358116/v1","",609,"2024-06-21 14:54:40","posted-content","10.21203/rs.3.rs-1358116/v1","","",,,,,0,0.00,0,2,2,"Abstract: Statistical downscaling is the technique of linking large-scale predictors and local scale predictand through a relationship that is assumed to be useful to generate local scale climate change information from GCMs driven large-scale future projection. An attempt has been made to construct downscaled seasonal and annual rainfall change scenarios over different station locations of the Western Himalaya Region (WHR) of India using common predictors from ten Global Climate Model (GCM) of CMIP5 (Coupled Model intercomparison Project phase 5) and reanalysis datasets from NCEP/NCAR datasets ( National Centers for Environmental Prediction/National Center for Atmospheric Research) ; and predictands from the IMD (India Meteorological Department) rain gauge stations. Combined EOF (Empirical Orthogonal Function) approach has been used to develop stations specific statistical downscaling models over the WHR and later on some statistical skill scores based on error and agreement analysis were used to validate the model performance. Downscaled precipitation scenario using multi model ensemble of GCM under RCP4.5 (Representative concentration pathways 4.5) revealed a wetter climate during the 2020s, 2050s and 2080s in the annual and monsoon time scale, whereas a drier climate is expected in the winter season. Results reveal a possible intensification of south-west monsoon and decrease in the frequency of western disturbances in the 21 st century as the percentage changes of rainfall in monsoon were higher compared to annual and winter timescale. The uncertainty in the monthly precipitation is predicted to increase as the time progresses during 2020s to 2080s. Higher uncertainty in precipitation is expected in the late pre-monsoon months and early post-monsoon month over the study region.","https://www.researchsquare.com/article/rs-1358116/v1",""
0,"Mark Auliya","Decision letter: Gaps in global wildlife trade monitoring leave amphibians vulnerable",2021,"","eLife Sciences Publications, Ltd","http://dx.doi.org/10.7554/elife.70086.sa1","",610,"2024-06-21 14:54:40","peer-review","10.7554/elife.70086.sa1","","",,,,,0,0.00,0,1,3,"","",""
0,"","List of Illustrations",2023,"Side Hustle Safety Net","University of California Press","http://dx.doi.org/10.2307/jj.5864811.3","",611,"2024-06-21 14:54:40","book-chapter","10.2307/jj.5864811.3","","",,,,,0,0.00,0,0,1,"","",""
0,"","Front Matter",2024,"Effective Vulnerability Management","Wiley","http://dx.doi.org/10.1002/9781394277155.fmatter","",612,"2024-06-21 14:54:40","other","10.1002/9781394277155.fmatter","","",,,,,0,0.00,0,0,1,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394277155.fmatter",""
0,"Lindy Burton","Previous Discussion of the Problem",2022,"Vulnerable Children","Routledge","http://dx.doi.org/10.4324/9781003287865-12","",613,"2024-06-21 14:54:40","book-chapter","10.4324/9781003287865-12","","",,,90,98,0,0.00,0,1,2,"","",""
4,"Joseph G. Rosen, Nkomba Kayeyi, Mwelwa Chibuye, Lyson Phiri, Edith S. Namukonda, Michael T. Mbizvo","Sexual debut and risk behaviors among orphaned and vulnerable children in Zambia: which protective deficits shape HIV risk?",2021,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2021.1975858","",614,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2021.1975858","1745-0128","",17,2,130,146,4,1.33,1,6,3,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2021.1975858",""
