Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Brenda Hannigan","15. Directors’ liabilities and vulnerable transactions on insolvency",2021,"Company Law","Oxford University Press","http://dx.doi.org/10.1093/he/9780198848493.003.0015","",36,"2024-06-21 14:54:40","book-chapter","10.1093/he/9780198848493.003.0015","","",,,301,340,0,0.00,0,1,3,"<p>This chapter considers directors’ liabilities on a company going into insolvency. Redress for breach of duty by directors is available through summary action for misfeasance (IA 1986, s 212), fraudulent trading (ss 213, 246ZA), and wrongful trading (ss 214, 246ZB). The scope of these provisions is considered in detail together with the relevant case law. Wrongful trading is potentially a valuable remedy but it is somewhat underused. It may be advantageous instead to challenge certain transactions by the directors prior to insolvency; for example, as transactions at an undervalue (s 238) or preferences (s 239). More broadly, the overall conduct of the directors is reviewed in order to determine whether disqualification is appropriate on the grounds, usually, that they are unfit. All of these matters are addressed in this chapter.</p>","https://www.oxfordlawtrove.com/display/10.1093/he/9780198848493.001.0001/he-9780198848493-chapter-15",""
0,"Valentín Martínez-Otero Pérez","Introducción. Intervención con población vulnerable a la violencia y la exclusión",2023,"Intervención con población vulnerable a la violencia y la exclusión","Dykinson","http://dx.doi.org/10.14679/2702","",37,"2024-06-21 14:54:40","book-chapter","10.14679/2702","","",,,,,0,0.00,0,1,1,"","",""
0,"","Humanitarian Ration Cuts: Impacts on Vulnerable Groups",2022,"","Institute of Development Studies","http://dx.doi.org/10.19088/k4d.2022.125","",38,"2024-06-21 14:54:40","report","10.19088/k4d.2022.125","","",,,,,0,0.00,0,0,2,"Humanitarian ration cuts have had a wide range of devastating impacts on individuals, households, groups, and communities, who rely on this aid for survival. Humanitarian rations can include in-kind transfers, food vouchers or cash transfers: the focus in this report is on in-kind food rations. This report discusses various impacts of humanitarian ration cuts on vulnerable groups, and on displaced persons as a whole—identified through a broad survey of academic, donor, and non-governmental organisation (NGO) literature and news reporting on different aspects of ration cuts. The focus is primarily on refugee populations and sub-groups of refugees, such as women and children. There was inadequate information on impacts on the elderly, persons with disabilities, LGBTQI+ communities, and ethnic or religious minorities. The elderly and persons with disabilities are often overlooked in the design and implementation of programming; and in data collection (Jote & Tekle, 2022; Nisbet et al., 2022). Much of the literature also centres on sub-Saharan Africa.","",""
0,"Mary Beth Modic","Self-Care Management of Individuals With Diabetes in Vulnerable Populations",2022,"A Population Health Approach to Health Disparities for Nurses","Springer Publishing Company","http://dx.doi.org/10.1891/9780826185044.0015","",39,"2024-06-21 14:54:40","book-chapter","10.1891/9780826185044.0015","","",,,,,0,0.00,0,1,2,"","https://syndication.highwire.org/content/doi/10.1891/9780826185044.0015",""
0,"Leonie B. Jackson","Introduction",2022,"The Monstrous &amp; the Vulnerable","Oxford University Press","http://dx.doi.org/10.1093/oso/9780197647332.003.0001","",40,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780197647332.003.0001","","",,,1,20,0,0.00,0,1,2,"<p>This chapter argues for the value of a constructivist perspective on terrorism when considering the women who migrated to Islamic State, and shows how frame analysis can help us deconstruct the media representations of these women to understand how journalists created the ""jihadi brides"" as a coherent category. The chapter considers the paradoxical understanding of Islamic State as both a new threat and an old enemy, and it introduces the sample of news discourse used and the ten high-profile women around which the book's analysis is structured: Sally Jones, Aqsa Mahmood, Kadijah Dare, Tareena Shakil, Salma and Zahra Halane, Yusra Hussien and the Bethnal Green Schoolgirls (Kadiza Sultana, Amira Abase and Shamima Begum).</p>","",""
0,"James J. Connolly, Dagney Faulk, Emily J. Wornell","Vulnerable Communities: An Introduction",2022,"Vulnerable Communities","Cornell University Press","http://dx.doi.org/10.1515/9781501761331-002","",41,"2024-06-21 14:54:40","book-chapter","10.1515/9781501761331-002","","",,,1,16,0,0.00,0,3,2,"","https://www.degruyter.com/document/doi/10.1515/9781501761331-002/xml",""
0,"","Effective Vulnerability Management",2024,"Effective Vulnerability Management","Wiley","http://dx.doi.org/10.1002/9781394277155.ack","",42,"2024-06-21 14:54:40","other","10.1002/9781394277155.ack","","",,,247,247,0,0.00,0,0,1,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394277155.ack",""
0,"Leonie B. Jackson","Conclusion",2022,"The Monstrous &amp; the Vulnerable","Oxford University Press","http://dx.doi.org/10.1093/oso/9780197647332.003.0008","",43,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780197647332.003.0008","","",,,211,230,0,0.00,0,1,2,"<p>This chapter argues that the stories we tell about conflict matter, and that the stories told in the news media about the ""jihadi brides"" were laden with stereotypes which served to narrate the war against IS, the actors within that conflict and the nation itself. As such, the media framing of British ""jihadi brides"" as either vulnerable or monstrous contributed to a broader narrative about the ""good war"" against IS through a cast of archetypal characters: beastly IS men, monstrous IS women, vulnerable groomed damsels in distress and heroic state agents. The representation of these women was not simply a sidenote in the fight against Islamic State, but was fundamental to the conflict itself and contained a host of ideas about 'us' and 'them', the dangers and risks represented by IS, and the character and necessity of the war in Syria and Iraq.</p>","",""
0,"Kathrin Marie Walter","Vulnerable People or Vulnerable Borders?",2023,"Migration and Diversity","Transnational Press London","http://dx.doi.org/10.33182/md.v2i1.2808","",44,"2024-06-21 14:54:40","journal-article","10.33182/md.v2i1.2808","2753-6912","",2,1,51,62,0,0.00,0,1,1,"The concept of vulnerability is blurred and often evoked in the context of refugee and forced migrant women. Paradoxically, it is also employed by the EU with regard to its external border security. Thus, the question arises of how the EU conceptualizes vulnerability in its external migration policies and who is perceived to be vulnerable – refugees and migrants, or external borders? Using a systematic lexical keyword search to identify relevant policy aims in the EU Pact on Migration and Asylum, the latest policy agenda on migration and asylum of the EU Commission published in September 2020, this paper highlights the mostly one-dimensional concept of vulnerability in external EU policies. In this article, it is argued that this entails significant gendered implications for asylum-seekers and migrants en route to Europe. It further reveals the detrimental effects for migrants and refugees caused by the EU’s focus and prioritization of its vulnerable borders. Ultimately, this paper by adopting a gendered lens calls into question whether the European Commission fully incorporates human rights commitments in its policy guidance on asylum and migration.","https://journals.tplondon.com/md/article/download/2808/2129",""
0,"Phil Mulvey, Shelly L. Clevenger","Vulnerable Victimizations",2023,"","Routledge","http://dx.doi.org/10.4324/9781003429685","",45,"2024-06-21 14:54:40","book","10.4324/9781003429685","","",,,,,0,0.00,0,2,1,"","",""
0,"Rhona K. M. Smith","12. Rights for specific vulnerable persons",2021,"International Human Rights Law","Oxford University Press","http://dx.doi.org/10.1093/he/9780192845382.003.0012","",46,"2024-06-21 14:54:40","book-chapter","10.1093/he/9780192845382.003.0012","","",,,220,247,0,0.00,0,1,3,"<p>Following on from the previous chapter on equality and non-discrimination, this chapter examines the additional systems of human rights protection in place for specific groups of people who are often disadvantaged and marginalized in societies. Six specific groups are considered: women, children, elderly, internally displaced persons, stateless persons, and refugees. It first explains why group rights evolved in a system of human rights that, from the outset, was supposed to be universal, and then discusses the particular needs of these groups, the evolving international and regional human rights framework, and the extent to which the legal framework addresses the needs of the group in question.</p>","https://www.oxfordlawtrove.com/display/10.1093/he/9780192845382.001.0001/he-9780192845382-chapter-12",""
2,"Ruipeng Lei","Arguments for Treating CRISPR-Edited Persons as Vulnerable",2022,"Annals of Bioethics &amp; Clinical Applications","Medwin Publishers","http://dx.doi.org/10.23880/abca-16000241","",47,"2024-06-21 14:54:40","journal-article","10.23880/abca-16000241","2691-5774","",5,3,,,2,1.00,2,1,2,"This paper is composed of four parts. In the first part is briefly described the origin of germline genome editing technology and its unique characteristics. The second part discusses germline genome editing is ethically unjustifiable today because of the unfavorable risk-benefit ratio. The third part argues that CRISPR-edited persons ought to be treated as a vulnerable. The fourth part is to argue that people in the present generation have moral obligations to future generations.","",""
0,"","Three Essays in Policy Analysis Among Vulnerable Populations",2023,"","RAND Corporation","http://dx.doi.org/10.7249/rgsda2934-1","",48,"2024-06-21 14:54:40","edited-book","10.7249/rgsda2934-1","","",,,,,0,0.00,0,0,1,"","",""
0,"Annette Idler, Juan Carlos Garzón Vergara","Transforming the War on Drugs",2021,"","Oxford University Press","http://dx.doi.org/10.1093/oso/9780197604359.001.0001","",49,"2024-06-21 14:54:40","edited-book","10.1093/oso/9780197604359.001.0001","","",,,,,0,0.00,0,2,3,"<p>This book asks how the international community can tackle the complex causes and consequences that the War on Drugs is intended to address. This question arises against the backdrop of the War on Drugs’ failure to significantly reduce the scale or impact of illicit drug production and trafficking as well as the lack of consensus on the way forward in the international policy debate. Challenging conventional defense- and security-sector thinking, this book constitutes the first comprehensive, systematic effort to theoretically, conceptually, and empirically investigate the effects of the international drug control regime’s interpretation as War on Drugs. The volume unpacks the dynamics behind illicit drug markets, the fluid motivations of ‘warriors’, and the evolving consequences for ‘victims’ of this war—the lines between warriors and victims often being blurred. The contributors trace the regime’s interpretation as War on Drugs across vulnerable regions including South and Central America, West Africa, the Middle East and the Golden Crescent, the Golden Triangle, and Russia. They demonstrate that consequences are ‘glocal,’ the repercussions of transnational illicit flows being interdependent with the War’s local impacts on human rights, security, development, and public health. The book further reveals how the War has influenced government positions across these regions, with significant ramifications for the international drug control regime. At a time when global order is in flux and global security at risk, critically evaluating the regime’s securitization through the War on Drugs provides key insights into other global governance realms.</p>","",""
0,"Sam Clark","Vulnerable friend",2022,"Inside Retirement Housing","Policy Press","http://dx.doi.org/10.1332/policypress/9781447357629.003.0005","",50,"2024-06-21 14:54:40","book-chapter","10.1332/policypress/9781447357629.003.0005","","",,,53,76,0,0.00,0,1,2,"<p>Chapter 4 contains a research story that portrays the changing state of home for an older person. It presents a narrative account of the author’s experience befriending ‘Rose’ and witnessing her relationship with home in the fourth age of life. Rose is representative of the fastest growing section of the UK population – the so-called ‘old-old’ or those aged 85 years and older. Rose had limited financial means and was dependent upon care workers and family members for her everyday needs. Diminished mobility led her to experiencing degradations of dignity/privacy while at home, including losing control over who had access to (and what actions were performed within) her home. Her story offers insights into multivariate meanings of home – as an apparatus and companion, for instance – and everyday behavioural observations of ageing in place, drawing specific attention to material details within micro environments. Rose’s story presents some common challenges familiar to a lot of older people, including experiences of environmental press and feeling less at home, but also a keen resistance to moving into another place – especially a nursing home. This chapter expresses sympathy for a vulnerable friend, while developing design empathy for all those that find themselves disabled or disadvantaged by their home.</p>","",""
0,"Akinboboye Bolanle Oyeyemi","The Vulnerable Patients Group: The Global Oral Health Concept",2022,"Treatment Dilemmas for Vulnerable Patients in Oral Health","Springer International Publishing","http://dx.doi.org/10.1007/978-3-031-08435-5_4","",51,"2024-06-21 14:54:40","book-chapter","10.1007/978-3-031-08435-5_4","","",,,59,65,0,0.00,0,1,2,"","https://link.springer.com/content/pdf/10.1007/978-3-031-08435-5_4",""
0,"Salimah H. Meghani, Mary R. Janevic","Model of Pain in Vulnerable Populations and the Role of Social Determinants of Health",2024,"Pain Management in Vulnerable Populations","Oxford University PressNew York","http://dx.doi.org/10.1093/med/9780197649176.003.0001","",52,"2024-06-21 14:54:40","book-chapter","10.1093/med/9780197649176.003.0001","","",,,1,17,0,0.00,0,2,1,"Abstract: This chapter explores the mechanisms behind inequities in pain prevalence, experience, and outcomes among subgroups, including minoritized and racialized populations. The chapter emphasizes the need for an anti-racist framework to confront racism in pain care and support cultural humility and critical self-reflection in clinical practice and research. Policy interventions, such as improving access to non-opioid and nonpharmacological pain interventions, expanding insurance access, and promoting patient-centered outcomes in pain research, are also highlighted as potential avenues for reducing pain care disparities. The chapter cautions against making biological or behavioral attributions and invoking easy misconceptions about the mechanisms behind disparities, instead urging readers to carefully examine these disparities and address the social risks and epigenetic risks underlying them. Ultimately, the chapter calls for continued efforts to create equitable models of pain care to reduce the burden of pain and improve the well-being of all individuals and communities.","https://academic.oup.com/book/57299/chapter/461757234",""
